household_id,date,location_type,climate_zone,household_size,income_level,inflation_rate,electricity_tariff_rate,past_month_units,ac_hours,fan_hours,tv_hours,fridge_hours,next_month_units
3,2016-10-01,Urban,WetWarm,4,High,3.56,41.39,104.8,4.34,8.06,4.44,24,96.3
3,2016-11-01,Urban,WetWarm,4,High,3.75,42.61,95.9,3.49,7.56,6.88,24,84.6
3,2016-12-01,Urban,WetWarm,4,High,5.8,43.12,118.0,5.32,6.52,6.88,24,111.5
3,2017-01-01,Urban,WetWarm,4,High,5.97,42.77,95.8,3.71,6.29,3.68,24,92.2
3,2017-02-01,Urban,WetWarm,4,High,5.59,42.68,105.0,4.29,6.99,5.47,24,94.6
3,2017-03-01,Urban,WetWarm,4,High,5.75,43.1,93.5,3.5,6.67,3.15,24,85.3
3,2017-04-01,Urban,WetWarm,4,High,5.68,42.67,121.5,5.53,9.22,5.34,24,121.2
3,2017-05-01,Urban,WetWarm,4,High,4.74,42.56,94.3,3.62,6.45,4.08,24,90.1
3,2017-06-01,Urban,WetWarm,4,High,5.04,42.62,90.3,3.12,6.49,4.81,24,83.8
3,2017-07-01,Urban,WetWarm,4,High,3.82,44.2,98.7,3.95,8.03,3.17,24,96.4
3,2017-08-01,Urban,WetWarm,4,High,4.93,43.54,106.1,4.36,8.06,4.96,24,100.1
3,2017-09-01,Urban,WetWarm,4,High,5.95,42.66,92.9,3.42,6.12,4.23,24,88.0
3,2017-10-01,Urban,WetWarm,4,High,4.47,41.28,123.6,5.91,6.38,5.69,24,107.4
3,2017-11-01,Urban,WetWarm,4,High,5.82,41.92,121.1,5.6,6.71,5.77,24,110.2
3,2017-12-01,Urban,WetWarm,4,High,5.07,43.35,108.9,4.49,8.47,6.48,24,103.1
3,2018-01-01,Urban,WetWarm,4,High,4.39,43.01,92.2,3.09,9.72,5.76,24,91.7
3,2018-02-01,Urban,WetWarm,4,High,4.61,44.71,103.0,4.18,8.6,3.43,24,92.3
3,2018-03-01,Urban,WetWarm,4,High,6.24,43.75,126.1,6.0,6.19,6.91,24,114.5
3,2018-04-01,Urban,WetWarm,4,High,5.94,44.56,111.7,4.7,8.95,6.51,24,106.2
3,2018-05-01,Urban,WetWarm,4,High,5.58,44.54,103.1,3.98,8.67,6.23,24,95.7
3,2018-06-01,Urban,WetWarm,4,High,5.28,44.58,117.6,5.45,6.48,5.18,24,112.2
3,2018-07-01,Urban,WetWarm,4,High,5.67,44.22,100.9,3.97,7.47,4.58,24,89.7
3,2018-08-01,Urban,WetWarm,4,High,6.2,44.2,96.2,3.71,7.49,3.91,24,81.4
3,2018-09-01,Urban,WetWarm,4,High,6.68,44.0,66.6,1.21,5.67,5.48,24,67.0
3,2018-10-01,Urban,WetWarm,4,High,6.72,44.84,106.6,4.56,7.92,3.1,24,97.8
3,2018-11-01,Urban,WetWarm,4,High,5.8,45.06,103.4,4.14,7.6,5.32,24,101.5
3,2018-12-01,Urban,WetWarm,4,High,5.36,43.65,120.1,5.44,8.87,6.82,24,113.8
3,2019-01-01,Urban,WetWarm,4,High,6.12,45.96,96.7,3.59,6.03,5.59,24,88.8
3,2019-02-01,Urban,WetWarm,4,High,6.42,46.14,91.8,3.18,9.74,4.41,24,88.6
3,2019-03-01,Urban,WetWarm,4,High,6.41,46.13,105.8,4.46,7.03,4.14,24,98.0
3,2019-04-01,Urban,WetWarm,4,High,7.05,46.12,101.7,3.93,8.44,5.86,24,101.1
3,2019-05-01,Urban,WetWarm,4,High,7.69,45.72,103.2,4.24,6.49,3.72,24,94.8
3,2019-06-01,Urban,WetWarm,4,High,5.84,46.2,114.3,5.13,6.43,5.27,24,98.4
3,2019-07-01,Urban,WetWarm,4,High,7.72,46.43,126.0,5.89,7.93,6.22,24,115.6
3,2019-08-01,Urban,WetWarm,4,High,6.94,46.1,126.3,5.85,8.41,6.28,24,114.1
3,2019-09-01,Urban,WetWarm,4,High,5.92,46.35,97.5,3.68,6.85,5.44,24,85.1
3,2019-10-01,Urban,WetWarm,4,High,7.2,46.69,118.6,5.34,7.1,6.29,24,105.2
3,2019-11-01,Urban,WetWarm,4,High,7.35,44.7,113.3,5.0,6.38,5.5,24,98.0
3,2019-12-01,Urban,WetWarm,4,High,5.63,46.66,68.6,1.47,6.45,3.87,24,67.0
3,2020-01-01,Urban,WetWarm,4,High,7.89,47.74,91.6,3.07,8.57,5.43,24,84.9
3,2020-02-01,Urban,WetWarm,4,High,7.36,46.72,112.5,4.78,7.99,6.95,24,98.5
3,2020-03-01,Urban,WetWarm,4,High,8.39,48.06,115.3,5.09,7.62,4.71,24,108.0
3,2020-04-01,Urban,WetWarm,4,High,6.16,47.22,98.0,3.82,6.32,3.34,24,96.3
3,2020-05-01,Urban,WetWarm,4,High,6.22,47.32,95.2,3.58,7.29,3.91,24,88.9
3,2020-06-01,Urban,WetWarm,4,High,4.88,47.14,92.0,3.2,9.2,3.93,24,85.2
3,2020-07-01,Urban,WetWarm,4,High,6.96,47.71,122.2,5.64,8.6,5.13,24,117.7
3,2020-08-01,Urban,WetWarm,4,High,6.8,46.95,127.0,5.98,8.65,5.23,24,111.9
3,2020-09-01,Urban,WetWarm,4,High,6.05,48.13,106.7,4.4,6.24,5.25,24,99.0
3,2020-10-01,Urban,WetWarm,4,High,6.43,47.4,95.8,3.6,8.14,3.39,24,86.6
3,2020-11-01,Urban,WetWarm,4,High,5.45,47.25,70.4,1.51,4.39,5.66,24,60.2
3,2020-12-01,Urban,WetWarm,4,High,7.46,48.03,127.9,5.98,9.71,5.16,24,117.4
3,2021-01-01,Urban,WetWarm,4,High,6.61,48.78,108.3,4.56,8.49,3.36,24,101.5
3,2021-02-01,Urban,WetWarm,4,High,9.48,49.66,117.6,5.35,8.83,3.14,24,108.6
3,2021-03-01,Urban,WetWarm,4,High,6.86,49.69,98.7,3.79,7.44,3.35,24,84.3
3,2021-04-01,Urban,WetWarm,4,High,6.39,48.07,104.5,4.19,7.79,5.4,24,99.1
3,2021-05-01,Urban,WetWarm,4,High,6.67,49.78,125.8,5.76,7.99,6.97,24,115.1
3,2021-06-01,Urban,WetWarm,4,High,5.87,47.98,106.3,4.14,9.51,6.47,24,100.0
3,2021-07-01,Urban,WetWarm,4,High,7.39,49.82,117.0,5.37,7.22,3.32,24,108.9
3,2021-08-01,Urban,WetWarm,4,High,6.66,50.42,104.9,4.04,9.9,5.56,24,96.0
3,2021-09-01,Urban,WetWarm,4,High,7.91,49.61,97.2,3.4,9.45,6.69,24,98.3
3,2021-10-01,Urban,WetWarm,4,High,6.78,47.49,95.3,3.52,8.01,4.59,24,92.0
3,2021-11-01,Urban,WetWarm,4,High,8.11,49.74,57.4,0.74,3.27,3.1,24,52.9
3,2021-12-01,Urban,WetWarm,4,High,7.61,50.57,124.8,5.9,7.73,4.25,24,115.9
3,2022-01-01,Urban,WetWarm,4,High,7.52,50.29,105.3,4.32,6.42,5.56,24,102.2
3,2022-02-01,Urban,WetWarm,4,High,8.76,50.48,95.6,3.46,6.25,6.12,24,92.6
3,2022-03-01,Urban,WetWarm,4,High,8.26,49.67,92.3,3.17,9.98,3.23,24,86.9
3,2022-04-01,Urban,WetWarm,4,High,9.86,50.72,115.6,5.08,6.25,5.04,24,102.9
3,2022-05-01,Urban,WetWarm,4,High,7.17,51.39,119.9,5.44,8.46,4.23,24,100.3
3,2022-06-01,Urban,WetWarm,4,High,7.56,50.99,95.3,3.39,9.55,4.8,24,95.1
3,2022-07-01,Urban,WetWarm,4,High,8.75,52.7,105.2,4.1,7.66,6.31,24,94.9
3,2022-08-01,Urban,WetWarm,4,High,6.27,50.52,90.4,3.06,7.04,6.04,24,74.1
3,2022-09-01,Urban,WetWarm,4,High,8.55,49.36,107.0,4.61,6.86,3.05,24,98.1
3,2022-10-01,Urban,WetWarm,4,High,7.85,50.62,94.7,3.33,8.19,4.82,24,91.5
3,2022-11-01,Urban,WetWarm,4,High,6.79,48.81,92.1,3.29,7.95,3.6,24,86.2
3,2022-12-01,Urban,WetWarm,4,High,6.41,50.13,103.8,4.13,7.58,4.84,24,102.9
3,2023-01-01,Urban,WetWarm,4,High,7.46,53.14,124.9,5.68,9.82,6.15,24,113.9
3,2023-02-01,Urban,WetWarm,4,High,6.17,52.23,99.5,3.76,9.36,3.15,24,101.8
3,2023-03-01,Urban,WetWarm,4,High,7.61,52.13,108.7,4.38,8.55,5.64,24,106.4
3,2023-04-01,Urban,WetWarm,4,High,8.5,53.27,92.2,3.2,8.07,3.6,24,93.2
3,2023-05-01,Urban,WetWarm,4,High,7.62,51.81,107.3,4.54,8.72,3.17,24,99.1
3,2023-06-01,Urban,WetWarm,4,High,9.11,52.88,93.8,3.21,6.05,6.83,24,86.5
3,2023-07-01,Urban,WetWarm,4,High,9.33,52.09,102.9,4.06,7.19,4.4,24,90.6
3,2023-08-01,Urban,WetWarm,4,High,9.02,52.27,96.8,3.52,6.39,5.64,24,90.9
3,2023-09-01,Urban,WetWarm,4,High,8.18,51.15,98.2,3.8,6.08,3.33,24,93.5
3,2023-10-01,Urban,WetWarm,4,High,6.14,51.66,111.1,4.87,7.53,3.82,24,99.3
3,2023-11-01,Urban,WetWarm,4,High,7.44,51.02,113.9,4.85,9.1,5.58,24,103.7
3,2023-12-01,Urban,WetWarm,4,High,7.89,51.93,127.2,5.94,8.41,5.33,24,120.1
3,2024-01-01,Urban,WetWarm,4,High,7.78,53.77,119.2,5.44,8.63,3.51,24,106.0
3,2024-02-01,Urban,WetWarm,4,High,8.39,52.72,107.9,4.32,8.45,6.77,24,92.6
3,2024-03-01,Urban,WetWarm,4,High,9.79,54.93,96.0,3.36,6.79,6.55,24,91.9
3,2024-04-01,Urban,WetWarm,4,High,7.18,53.69,123.9,5.58,9.39,6.68,24,112.6
3,2024-05-01,Urban,WetWarm,4,High,9.95,53.54,119.8,5.27,7.84,6.37,24,112.2
3,2024-06-01,Urban,WetWarm,4,High,9.21,54.04,99.6,3.53,8.18,6.94,24,97.7
3,2024-07-01,Urban,WetWarm,4,High,8.71,52.92,90.4,3.13,6.66,3.53,24,81.6
3,2024-08-01,Urban,WetWarm,4,High,7.93,53.61,110.7,4.52,9.36,5.93,24,106.2
3,2024-09-01,Urban,WetWarm,4,High,7.8,53.0,111.5,4.77,8.03,4.19,24,106.0
3,2024-10-01,Urban,WetWarm,4,High,7.2,54.59,66.9,1.27,6.04,3.64,24,65.1
3,2024-11-01,Urban,WetWarm,4,High,9.87,52.76,91.8,3.03,6.99,5.91,24,84.3
3,2024-12-01,Urban,WetWarm,4,High,9.73,53.54,119.9,5.4,6.82,5.22,24,105.0
4,2015-01-01,Urban,WetWarm,4,High,3.03,39.02,110.2,4.85,6.75,4.42,24,100.2
4,2015-02-01,Urban,WetWarm,4,High,4.12,39.61,115.6,5.28,6.14,5.98,24,104.7
4,2015-03-01,Urban,WetWarm,4,High,3.87,40.3,122.1,5.87,7.47,4.31,24,114.6
4,2015-04-01,Urban,WetWarm,4,High,3.05,39.79,124.6,5.99,7.47,4.79,24,112.2
4,2015-05-01,Urban,WetWarm,4,High,3.7,38.66,120.5,5.66,8.37,4.57,24,105.3
4,2015-06-01,Urban,WetWarm,4,High,4.02,39.54,116.8,5.38,6.37,5.35,24,111.0
4,2015-07-01,Urban,WetWarm,4,High,3.48,41.37,111.5,4.93,6.26,5.32,24,109.5
4,2015-08-01,Urban,WetWarm,4,High,4.75,39.59,113.9,5.03,9.22,4.08,24,111.5
4,2015-09-01,Urban,WetWarm,4,High,3.87,39.89,104.2,4.49,6.31,3.23,24,98.1
4,2015-10-01,Urban,WetWarm,4,High,2.93,39.2,116.5,5.37,8.07,4.76,24,111.6
4,2015-11-01,Urban,WetWarm,4,High,2.86,40.41,98.7,3.98,7.74,3.35,24,98.6
4,2015-12-01,Urban,WetWarm,4,High,4.48,40.08,126.4,6.0,9.73,5.57,24,120.4
4,2016-01-01,Urban,WetWarm,4,High,3.31,40.98,111.2,4.91,9.14,3.47,24,103.0
4,2016-02-01,Urban,WetWarm,4,High,4.75,40.59,108.7,4.72,8.35,3.74,24,105.8
4,2016-03-01,Urban,WetWarm,4,High,4.86,42.48,99.2,4.0,6.1,3.1,24,91.3
4,2016-04-01,Urban,WetWarm,4,High,3.7,40.38,99.9,3.9,9.76,4.04,24,88.7
4,2016-05-01,Urban,WetWarm,4,High,5.21,41.85,121.1,5.62,9.37,3.74,24,108.2
4,2016-06-01,Urban,WetWarm,4,High,3.13,39.99,93.3,3.4,6.32,5.91,24,74.7
4,2016-07-01,Urban,WetWarm,4,High,4.74,42.0,105.8,4.31,8.92,6.06,24,95.7
4,2016-08-01,Urban,WetWarm,4,High,4.47,42.18,117.5,5.25,8.63,6.83,24,110.4
4,2016-09-01,Urban,WetWarm,4,High,4.4,42.27,89.5,3.17,7.13,4.05,24,83.1
4,2016-10-01,Urban,WetWarm,4,High,3.56,41.39,99.7,3.82,9.04,4.8,24,96.1
4,2016-11-01,Urban,WetWarm,4,High,3.75,42.61,89.2,3.2,7.95,3.13,24,75.1
4,2016-12-01,Urban,WetWarm,4,High,5.8,43.12,101.6,4.04,9.6,3.09,24,100.4
4,2017-01-01,Urban,WetWarm,4,High,5.97,42.77,125.1,5.89,8.24,6.75,24,108.8
4,2017-02-01,Urban,WetWarm,4,High,5.59,42.68,116.4,5.19,9.93,4.03,24,107.5
4,2017-03-01,Urban,WetWarm,4,High,5.75,43.1,97.3,3.59,8.26,4.86,24,85.1
4,2017-04-01,Urban,WetWarm,4,High,5.68,42.67,91.3,3.34,6.6,3.9,24,89.5
4,2017-05-01,Urban,WetWarm,4,High,4.74,42.56,119.6,5.55,8.24,5.09,24,112.2
4,2017-06-01,Urban,WetWarm,4,High,5.04,42.62,91.6,3.2,8.83,5.17,24,90.6
4,2017-07-01,Urban,WetWarm,4,High,3.82,44.2,105.5,4.37,7.94,3.66,24,99.8
4,2017-08-01,Urban,WetWarm,4,High,4.93,43.54,106.4,4.39,7.65,5.6,24,102.2
4,2017-09-01,Urban,WetWarm,4,High,5.95,42.66,92.5,3.19,8.05,6.23,24,84.9
4,2017-10-01,Urban,WetWarm,4,High,4.47,41.28,95.5,3.49,7.32,6.03,24,85.9
4,2017-11-01,Urban,WetWarm,4,High,5.82,41.92,99.4,3.61,9.51,6.52,24,93.6
4,2017-12-01,Urban,WetWarm,4,High,5.07,43.35,123.5,5.95,9.09,3.11,24,108.5
4,2018-01-01,Urban,WetWarm,4,High,4.39,43.01,107.1,4.39,9.64,5.15,24,102.7
4,2018-02-01,Urban,WetWarm,4,High,4.61,44.71,120.6,5.47,7.52,6.1,24,107.1
4,2018-03-01,Urban,WetWarm,4,High,6.24,43.75,96.7,3.61,8.09,4.15,24,98.4
4,2018-04-01,Urban,WetWarm,4,High,5.94,44.56,119.6,5.39,7.58,6.66,24,113.8
4,2018-05-01,Urban,WetWarm,4,High,5.58,44.54,96.3,3.47,8.78,6.17,24,90.1
4,2018-06-01,Urban,WetWarm,4,High,5.28,44.58,97.0,3.55,9.58,5.62,24,91.5
4,2018-07-01,Urban,WetWarm,4,High,5.67,44.22,105.0,4.32,8.46,3.33,24,98.3
4,2018-08-01,Urban,WetWarm,4,High,6.2,44.2,126.3,5.9,7.67,6.94,24,120.7
4,2018-09-01,Urban,WetWarm,4,High,6.68,44.0,67.0,1.27,3.66,6.53,24,65.7
4,2018-10-01,Urban,WetWarm,4,High,6.72,44.84,115.7,5.16,9.56,3.32,24,118.8
4,2018-11-01,Urban,WetWarm,4,High,5.8,45.06,98.3,3.56,9.43,6.28,24,89.8
4,2018-12-01,Urban,WetWarm,4,High,5.36,43.65,106.9,4.41,9.29,4.84,24,105.5
4,2019-01-01,Urban,WetWarm,4,High,6.12,45.96,107.3,4.48,9.31,4.34,24,104.7
4,2019-02-01,Urban,WetWarm,4,High,6.42,46.14,91.3,3.3,6.96,3.57,24,87.3
4,2019-03-01,Urban,WetWarm,4,High,6.41,46.13,107.4,4.35,9.0,5.6,24,104.8
4,2019-04-01,Urban,WetWarm,4,High,7.05,46.12,107.9,4.41,9.92,5.54,24,100.8
4,2019-05-01,Urban,WetWarm,4,High,7.69,45.72,113.9,5.03,7.3,5.75,24,105.6
4,2019-06-01,Urban,WetWarm,4,High,5.84,46.2,98.2,3.68,9.35,4.12,24,92.6
4,2019-07-01,Urban,WetWarm,4,High,7.72,46.43,114.1,5.08,8.05,4.22,24,107.5
4,2019-08-01,Urban,WetWarm,4,High,6.94,46.1,123.3,5.61,9.06,6.15,24,114.9
4,2019-09-01,Urban,WetWarm,4,High,5.92,46.35,100.7,3.78,9.63,5.68,24,95.5
4,2019-10-01,Urban,WetWarm,4,High,7.2,46.69,107.4,4.38,9.46,5.19,24,97.6
4,2019-11-01,Urban,WetWarm,4,High,7.35,44.7,123.3,5.93,6.44,4.69,24,112.6
4,2019-12-01,Urban,WetWarm,4,High,5.63,46.66,59.0,0.56,6.43,4.17,24,58.2
4,2020-01-01,Urban,WetWarm,4,High,7.89,47.74,117.4,5.26,9.22,3.07,24,105.6
4,2020-02-01,Urban,WetWarm,4,High,7.36,46.72,120.1,5.49,7.13,6.49,24,113.7
4,2020-03-01,Urban,WetWarm,4,High,8.39,48.06,114.1,5.11,8.16,3.39,24,105.5
4,2020-04-01,Urban,WetWarm,4,High,6.16,47.22,100.0,3.9,8.39,4.19,24,92.9
4,2020-05-01,Urban,WetWarm,4,High,6.22,47.32,117.6,5.23,6.19,6.61,24,109.8
4,2020-06-01,Urban,WetWarm,4,High,4.88,47.14,119.6,5.68,6.74,3.32,24,115.4
4,2020-07-01,Urban,WetWarm,4,High,6.96,47.71,118.8,5.38,6.14,5.33,24,107.1
4,2020-08-01,Urban,WetWarm,4,High,6.8,46.95,92.6,3.19,9.33,5.4,24,93.7
4,2020-09-01,Urban,WetWarm,4,High,6.05,48.13,95.3,3.28,9.64,5.68,24,92.2
4,2020-10-01,Urban,WetWarm,4,High,6.43,47.4,107.8,4.55,7.72,4.27,24,103.7
4,2020-11-01,Urban,WetWarm,4,High,5.45,47.25,71.6,1.55,5.41,6.57,24,73.3
4,2020-12-01,Urban,WetWarm,4,High,7.46,48.03,111.2,4.78,8.81,3.95,24,109.1
4,2021-01-01,Urban,WetWarm,4,High,6.61,48.78,93.6,3.31,7.54,4.95,24,88.1
4,2021-02-01,Urban,WetWarm,4,High,9.48,49.66,117.3,5.23,8.03,5.54,24,110.2
4,2021-03-01,Urban,WetWarm,4,High,6.86,49.69,98.1,3.76,7.45,4.89,24,89.7
4,2021-04-01,Urban,WetWarm,4,High,6.39,48.07,124.3,5.91,7.33,4.93,24,110.4
4,2021-05-01,Urban,WetWarm,4,High,6.67,49.78,110.9,4.83,7.12,3.83,24,100.3
4,2021-06-01,Urban,WetWarm,4,High,5.87,47.98,118.9,5.41,8.29,5.05,24,106.7
4,2021-07-01,Urban,WetWarm,4,High,7.39,49.82,122.8,5.8,7.59,3.35,24,110.7
4,2021-08-01,Urban,WetWarm,4,High,6.66,50.42,109.9,4.52,9.5,4.97,24,100.2
4,2021-09-01,Urban,WetWarm,4,High,7.91,49.61,124.7,5.98,6.53,4.1,24,105.1
4,2021-10-01,Urban,WetWarm,4,High,6.78,47.49,123.5,5.72,8.86,5.43,24,107.8
4,2021-11-01,Urban,WetWarm,4,High,8.11,49.74,73.1,1.65,6.82,6.28,24,67.9
4,2021-12-01,Urban,WetWarm,4,High,7.61,50.57,99.2,3.77,6.24,5.42,24,91.2
4,2022-01-01,Urban,WetWarm,4,High,7.52,50.29,93.7,3.34,7.54,4.82,24,86.8
4,2022-02-01,Urban,WetWarm,4,High,8.76,50.48,115.2,5.25,6.28,3.32,24,100.2
4,2022-03-01,Urban,WetWarm,4,High,8.26,49.67,125.4,5.83,8.67,5.71,24,115.0
4,2022-04-01,Urban,WetWarm,4,High,9.86,50.72,115.7,4.91,9.65,5.45,24,108.4
4,2022-05-01,Urban,WetWarm,4,High,7.17,51.39,116.4,5.17,6.48,6.61,24,100.9
4,2022-06-01,Urban,WetWarm,4,High,7.56,50.99,89.7,3.04,7.69,4.18,24,85.0
4,2022-07-01,Urban,WetWarm,4,High,8.75,52.7,109.4,4.73,6.17,3.49,24,104.2
4,2022-08-01,Urban,WetWarm,4,High,6.27,50.52,115.3,4.96,9.38,5.77,24,104.3
4,2022-09-01,Urban,WetWarm,4,High,8.55,49.36,114.1,5.02,7.1,4.23,24,109.6
4,2022-10-01,Urban,WetWarm,4,High,7.85,50.62,122.5,5.47,9.43,6.67,24,112.8
4,2022-11-01,Urban,WetWarm,4,High,6.79,48.81,101.5,3.96,8.33,4.48,24,99.3
4,2022-12-01,Urban,WetWarm,4,High,6.41,50.13,102.1,4.12,6.67,4.72,24,98.3
4,2023-01-01,Urban,WetWarm,4,High,7.46,53.14,120.8,5.67,7.38,3.62,24,115.4
4,2023-02-01,Urban,WetWarm,4,High,6.17,52.23,101.0,4.02,6.29,4.64,24,97.9
4,2023-03-01,Urban,WetWarm,4,High,7.61,52.13,114.5,5.03,8.42,4.46,24,106.0
4,2023-04-01,Urban,WetWarm,4,High,8.5,53.27,114.1,5.06,6.56,4.94,24,104.7
4,2023-05-01,Urban,WetWarm,4,High,7.62,51.81,108.8,4.52,9.86,4.54,24,102.8
4,2023-06-01,Urban,WetWarm,4,High,9.11,52.88,96.0,3.48,6.09,6.02,24,86.3
4,2023-07-01,Urban,WetWarm,4,High,9.33,52.09,101.5,3.87,9.6,3.46,24,99.2
4,2023-08-01,Urban,WetWarm,4,High,9.02,52.27,114.6,4.81,9.31,6.94,24,105.8
4,2023-09-01,Urban,WetWarm,4,High,8.18,51.15,124.6,5.88,7.56,4.54,24,108.7
4,2023-10-01,Urban,WetWarm,4,High,6.14,51.66,111.9,4.66,8.17,6.05,24,104.0
4,2023-11-01,Urban,WetWarm,4,High,7.44,51.02,104.6,4.32,7.21,4.04,24,95.8
4,2023-12-01,Urban,WetWarm,4,High,7.89,51.93,101.3,3.81,9.87,5.23,24,94.8
4,2024-01-01,Urban,WetWarm,4,High,7.78,53.77,110.9,4.74,6.56,4.78,24,90.6
4,2024-02-01,Urban,WetWarm,4,High,8.39,52.72,128.4,5.98,9.52,5.49,24,117.6
4,2024-03-01,Urban,WetWarm,4,High,9.79,54.93,111.8,4.86,6.81,4.58,24,112.5
4,2024-04-01,Urban,WetWarm,4,High,7.18,53.69,101.6,3.68,9.86,6.64,24,90.8
4,2024-05-01,Urban,WetWarm,4,High,9.95,53.54,110.5,4.6,9.48,3.52,24,104.8
4,2024-06-01,Urban,WetWarm,4,High,9.21,54.04,102.6,3.83,9.51,6.78,24,95.9
4,2024-07-01,Urban,WetWarm,4,High,8.71,52.92,109.2,4.39,9.92,4.93,24,96.1
4,2024-08-01,Urban,WetWarm,4,High,7.93,53.61,100.9,3.86,6.81,6.05,24,97.8
4,2024-09-01,Urban,WetWarm,4,High,7.8,53.0,110.0,4.53,7.97,5.31,24,101.3
4,2024-10-01,Urban,WetWarm,4,High,7.2,54.59,73.8,1.66,6.06,5.29,24,70.3
4,2024-11-01,Urban,WetWarm,4,High,9.87,52.76,98.0,3.6,6.44,6.42,24,92.2
4,2024-12-01,Urban,WetWarm,4,High,9.73,53.54,113.1,4.88,9.71,3.08,24,94.5
5,2015-01-01,Urban,Cool,2,High,3.03,39.02,61.3,1.38,5.89,5.77,24,52.6
5,2015-02-01,Urban,Cool,2,High,4.12,39.61,62.9,1.61,4.12,3.84,24,50.0
5,2015-03-01,Urban,Cool,2,High,3.87,40.3,46.8,0.02,6.99,5.71,24,48.3
5,2015-04-01,Urban,Cool,2,High,3.05,39.79,62.4,1.48,3.57,6.01,24,56.5
5,2015-05-01,Urban,Cool,2,High,3.7,38.66,61.9,1.32,6.06,6.38,24,57.0
5,2015-06-01,Urban,Cool,2,High,4.02,39.54,44.9,0.16,4.63,4.63,24,37.8
5,2015-07-01,Urban,Cool,2,High,3.48,41.37,53.5,0.7,3.44,6.23,24,39.2
5,2015-08-01,Urban,Cool,2,High,4.75,39.59,47.4,0.15,5.0,6.18,24,44.5
5,2015-09-01,Urban,Cool,2,High,3.87,39.89,43.8,0.1,3.29,4.61,24,35.7
5,2015-10-01,Urban,Cool,2,High,2.93,39.2,64.9,1.61,6.72,4.62,24,56.5
5,2015-11-01,Urban,Cool,2,High,2.86,40.41,51.2,0.64,4.91,3.9,24,47.0
5,2015-12-01,Urban,Cool,2,High,4.48,40.08,52.7,0.72,5.59,3.49,24,49.8
5,2016-01-01,Urban,Cool,2,High,3.31,40.98,56.7,1.01,4.8,5.34,24,52.1
5,2016-02-01,Urban,Cool,2,High,4.75,40.59,52.2,0.48,5.86,6.29,24,46.6
5,2016-03-01,Urban,Cool,2,High,4.86,42.48,57.1,1.11,5.08,3.57,24,51.7
5,2016-04-01,Urban,Cool,2,High,3.7,40.38,49.9,0.57,3.54,5.52,24,37.2
5,2016-05-01,Urban,Cool,2,High,5.21,41.85,60.4,1.5,4.27,3.0,24,52.5
5,2016-06-01,Urban,Cool,2,High,3.13,39.99,62.8,1.68,3.02,3.99,24,54.8
5,2016-07-01,Urban,Cool,2,High,4.74,42.0,50.2,0.63,3.41,4.44,24,42.4
5,2016-08-01,Urban,Cool,2,High,4.47,42.18,64.8,1.58,6.57,4.74,24,63.4
5,2016-09-01,Urban,Cool,2,High,4.4,42.27,53.6,0.75,6.86,3.36,24,41.2
5,2016-10-01,Urban,Cool,2,High,3.56,41.39,57.9,1.27,5.82,3.02,24,53.1
5,2016-11-01,Urban,Cool,2,High,3.75,42.61,63.9,1.43,5.67,6.86,24,58.5
5,2016-12-01,Urban,Cool,2,High,5.8,43.12,51.9,0.6,3.42,6.13,24,46.3
5,2017-01-01,Urban,Cool,2,High,5.97,42.77,46.8,0.1,4.44,6.83,24,36.7
5,2017-02-01,Urban,Cool,2,High,5.59,42.68,48.0,0.42,4.47,4.48,24,34.6
5,2017-03-01,Urban,Cool,2,High,5.75,43.1,64.4,1.54,4.67,6.29,24,59.8
5,2017-04-01,Urban,Cool,2,High,5.68,42.67,56.2,0.94,6.52,3.86,24,48.2
5,2017-05-01,Urban,Cool,2,High,4.74,42.56,57.7,1.22,4.18,3.55,24,47.8
5,2017-06-01,Urban,Cool,2,High,5.04,42.62,59.9,1.29,4.58,5.85,24,58.3
5,2017-07-01,Urban,Cool,2,High,3.82,44.2,64.3,1.78,4.15,4.47,24,57.1
5,2017-08-01,Urban,Cool,2,High,4.93,43.54,50.0,0.54,6.34,3.06,24,43.5
5,2017-09-01,Urban,Cool,2,High,5.95,42.66,50.1,0.67,3.08,3.5,24,33.5
5,2017-10-01,Urban,Cool,2,High,4.47,41.28,55.7,1.06,5.38,3.04,24,50.4
5,2017-11-01,Urban,Cool,2,High,5.82,41.92,68.0,1.93,5.08,5.71,24,63.9
5,2017-12-01,Urban,Cool,2,High,5.07,43.35,56.2,1.04,6.9,3.5,24,56.3
5,2018-01-01,Urban,Cool,2,High,4.39,43.01,62.2,1.54,6.23,3.48,24,58.0
5,2018-02-01,Urban,Cool,2,High,4.61,44.71,50.7,0.7,4.49,3.01,24,52.1
5,2018-03-01,Urban,Cool,2,High,6.24,43.75,61.7,1.29,6.9,6.39,24,58.6
5,2018-04-01,Urban,Cool,2,High,5.94,44.56,62.7,1.56,4.83,4.59,24,57.3
5,2018-05-01,Urban,Cool,2,High,5.58,44.54,44.6,0.13,3.91,3.99,24,39.4
5,2018-06-01,Urban,Cool,2,High,5.28,44.58,48.9,0.12,6.83,6.77,24,53.6
5,2018-07-01,Urban,Cool,2,High,5.67,44.22,69.4,1.98,5.18,6.85,24,57.3
5,2018-08-01,Urban,Cool,2,High,6.2,44.2,49.3,0.39,3.56,5.49,24,40.9
5,2018-09-01,Urban,Cool,2,High,6.68,44.0,58.9,1.16,3.59,6.24,24,57.9
